Date,Country,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2022,Lincoln,WA,Truck,0,0,0,4843,4843,0
May 31 2020,Tulsa,OK,Passenger,1,1,2,49,51,3.92
February 29 2020,Stafford,VA,Passenger,1,1,2,95,97,2.06
February 28 2022,Rockdale,GA,Passenger,1,0,1,5,6,16.67
October 31 2023,Lee,AL,Passenger,1,0,1,11,12,8.33
March 31 2017,Skagit,WA,Passenger,118,91,209,87514,87723,0.24
April 30 2023,Pacific,WA,Passenger,77,90,167,15618,15785,1.06
September 30 2020,Clallam,WA,Truck,1,0,1,21767,21768,0
September 30 2019,Placer,CA,Passenger,1,0,1,101,102,0.98
June 30 2019,Ada,ID,Passenger,0,2,2,321,323,0.62
August 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,71,72,1.39
December 31 2022,Orange,CA,Passenger,10,3,13,365,378,3.44
May 31 2017,Cascade,MT,Passenger,0,1,1,64,65,1.54
February 28 2018,Orange,FL,Passenger,2,1,3,169,172,1.74
December 31 2021,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
August 31 2022,Fulton,GA,Passenger,1,0,1,70,71,1.41
July 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
August 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
March 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20
June 30 2019,Kitsap,WA,Truck,1,0,1,54084,54085,0
November 30 2022,Cook,IL,Passenger,4,0,4,184,188,2.13
January 31 2023,Contra Costa,CA,Passenger,0,3,3,206,209,1.44
January 31 2022,Larimer,CO,Passenger,1,0,1,48,49,2.04
February 28 2022,San Diego,CA,Passenger,16,6,22,2494,2516,0.87
June 30 2021,Whitman,WA,Truck,0,0,0,8589,8589,0
September 30 2020,Lake,IL,Passenger,1,0,1,174,175,0.57
April 30 2022,Mercer,NJ,Passenger,0,1,1,13,14,7.14
May 31 2018,Klickitat,WA,Truck,0,0,0,8080,8080,0
June 30 2023,Stevens,WA,Passenger,113,68,181,29699,29880,0.61
September 30 2019,Kittitas,WA,Truck,0,0,0,14569,14569,0
August 31 2022,Riverside,CA,Passenger,7,1,8,461,469,1.71
July 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20
March 31 2020,Chesapeake,VA,Passenger,0,1,1,432,433,0.23
July 31 2021,Douglas,WA,Truck,0,0,0,12692,12692,0
July 31 2017,Montgomery,PA,Passenger,1,0,1,39,40,2.5
February 28 2022,Hennepin,MN,Passenger,3,0,3,67,70,4.29
July 31 2022,Manassas,VA,Passenger,0,1,1,8,9,11.11
July 31 2019,Powhatan,VA,Passenger,1,0,1,1,2,50
November 30 2021,Grays Harbor,WA,Truck,0,0,0,21423,21423,0
June 30 2020,Deschutes,OR,Passenger,4,0,4,143,147,2.72
June 30 2023,Polk,OR,Passenger,1,1,2,15,17,11.76
January 31 2019,Charleston,SC,Passenger,1,0,1,128,129,0.78
August 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25
May 31 2018,Lincoln,WA,Truck,0,0,0,4536,4536,0
August 31 2019,Kitsap,WA,Truck,1,0,1,54150,54151,0
July 31 2022,Okanogan,WA,Truck,1,0,1,16575,16576,0.01
May 31 2019,Douglas,WA,Passenger,56,36,92,28001,28093,0.33
November 30 2020,Santa Clara,CA,Passenger,7,2,9,290,299,3.01
February 28 2017,Adams,WA,Passenger,2,2,4,12125,12129,0.03
August 31 2020,Virginia Beach,VA,Passenger,1,0,1,660,661,0.15
October 31 2021,DuPage,IL,Passenger,3,1,4,55,59,6.78
October 31 2018,Tarrant,TX,Passenger,1,0,1,207,208,0.48
November 30 2020,Fort Bend,TX,Passenger,1,0,1,42,43,2.33
November 30 2017,Santa Rosa,FL,Passenger,1,0,1,107,108,0.93
February 28 2021,Wilson,TX,Passenger,0,1,1,6,7,14.29
February 28 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
January 31 2021,Thurston,WA,Truck,0,0,0,56434,56434,0
April 30 2021,Klickitat,WA,Truck,0,0,0,8244,8244,0
August 31 2021,Howard,MD,Passenger,0,1,1,66,67,1.49
April 30 2023,Multnomah,OR,Passenger,1,2,3,456,459,0.65
February 29 2024,Burlington,NJ,Passenger,0,2,2,77,79,2.53
December 31 2021,Wichita,TX,Passenger,1,0,1,44,45,2.22
October 31 2019,Los Angeles,CA,Passenger,7,9,16,1099,1115,1.43
January 31 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
September 30 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
June 30 2017,Whitman,WA,Passenger,10,20,30,22035,22065,0.14
October 31 2019,Multnomah,OR,Passenger,4,6,10,743,753,1.33
February 28 2019,DuPage,IL,Passenger,1,0,1,64,65,1.54
August 31 2023,Charleston,SC,Passenger,1,2,3,52,55,5.45
December 31 2022,King,WA,Truck,386,2,388,178237,178625,0.22
September 30 2020,Clallam,WA,Passenger,245,173,418,49885,50303,0.83
February 29 2024,Columbia,WA,Passenger,12,0,12,2326,2338,0.51
July 31 2018,District of Columbia,DC,Passenger,0,3,3,192,195,1.54
August 31 2017,Frederick,MD,Passenger,0,1,1,84,85,1.18
August 31 2020,Charles,MD,Passenger,1,1,2,78,80,2.5
June 30 2019,Lewis,WA,Passenger,99,94,193,59115,59308,0.33
October 31 2018,Thurston,WA,Truck,0,0,0,54801,54801,0
October 31 2018,Skamania,WA,Truck,0,0,0,3983,3983,0
March 31 2023,Orange,FL,Passenger,1,0,1,68,69,1.45
July 31 2020,Allegheny,PA,Passenger,1,0,1,81,82,1.22
June 30 2022,Marion,IA,Passenger,1,0,1,0,1,100
April 30 2018,Walla Walla,WA,Passenger,34,40,74,35453,35527,0.21
July 31 2022,Frederick,MD,Passenger,1,0,1,61,62,1.61
March 31 2023,Whatcom,WA,Truck,48,0,48,42912,42960,0.11
May 31 2017,Columbia,WA,Truck,0,0,0,1538,1538,0
October 31 2019,Suffolk,MA,Passenger,0,1,1,39,40,2.5
December 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20
September 30 2023,Wahkiakum,WA,Passenger,27,19,46,3045,3091,1.49
December 31 2020,Jefferson,WA,Truck,0,0,0,9585,9585,0
August 31 2021,Skamania,WA,Truck,0,0,0,4032,4032,0
August 31 2020,Anne Arundel,MD,Passenger,0,1,1,399,400,0.25
May 31 2023,Sacramento,CA,Truck,1,0,1,32,33,3.03
January 31 2023,Kitsap,WA,Passenger,2834,1159,3993,176793,180786,2.21
October 31 2018,San Juan,WA,Passenger,169,69,238,14203,14441,1.65
September 30 2017,Walla Walla,WA,Truck,0,0,0,13244,13244,0
May 31 2017,Hamilton,TN,Passenger,1,0,1,22,23,4.35
July 31 2018,Madison,ID,Passenger,1,0,1,41,42,2.38
April 30 2019,Mecklenburg,NC,Passenger,1,0,1,84,85,1.18
March 31 2023,Cook,IL,Passenger,4,0,4,173,177,2.26
June 30 2020,Washoe,NV,Passenger,1,0,1,109,110,0.91
March 31 2021,New York,NY,Passenger,1,0,1,52,53,1.89
November 30 2017,Hawaii,HI,Passenger,1,0,1,80,81,1.23
April 30 2021,Penobscot,ME,Passenger,0,1,1,10,11,9.09
September 30 2023,Texas,MO,Passenger,1,0,1,1,2,50
August 31 2023,Benton,WA,Passenger,1207,592,1799,135201,137000,1.31
February 28 2019,Prince George's,MD,Passenger,1,1,2,188,190,1.05
January 31 2022,Yamhill,OR,Passenger,1,0,1,36,37,2.7
October 31 2021,Garfield,WA,Truck,0,0,0,998,998,0
April 30 2022,Ray,MO,Passenger,0,1,1,1,2,50
November 30 2021,Grays Harbor,WA,Passenger,191,155,346,49483,49829,0.69
June 30 2018,Walla Walla,WA,Passenger,34,43,77,35660,35737,0.22
July 31 2018,Williamson,TX,Passenger,0,1,1,164,165,0.61
June 30 2019,Flathead,MT,Passenger,1,0,1,66,67,1.49
December 31 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
March 31 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
April 30 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
April 30 2023,Whitman,WA,Passenger,138,72,210,21990,22200,0.95
January 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25
November 30 2017,Garfield,WA,Truck,0,0,0,936,936,0
February 28 2017,Canyon,ID,Passenger,0,1,1,110,111,0.9
July 31 2023,Skamania,WA,Passenger,112,57,169,8051,8220,2.06
December 31 2018,Clackamas,OR,Passenger,1,1,2,213,215,0.93
January 31 2020,Clark,WA,Truck,0,0,0,81756,81756,0
January 31 2022,Geary,KS,Passenger,1,0,1,94,95,1.05
November 30 2017,Lewis,WA,Passenger,53,41,94,56419,56513,0.17
February 29 2020,Mason,WA,Truck,0,0,0,20596,20596,0
May 31 2019,Clackamas,OR,Passenger,1,1,2,211,213,0.94
May 31 2017,Riverside,CA,Passenger,1,1,2,821,823,0.24
March 31 2022,Clark,WA,Truck,2,0,2,83449,83451,0
January 31 2021,Lincoln,WA,Passenger,6,12,18,7630,7648,0.24
September 30 2021,Orange,FL,Passenger,2,0,2,116,118,1.69
June 30 2018,Douglas,WA,Passenger,43,31,74,27651,27725,0.27
October 31 2020,Garfield,WA,Truck,0,0,0,989,989,0
July 31 2019,Garfield,WA,Truck,0,0,0,959,959,0
November 30 2018,Ferry,WA,Truck,0,0,0,3581,3581,0
August 31 2018,Brevard,FL,Passenger,0,1,1,92,93,1.08
February 28 2022,Yamhill,OR,Passenger,1,0,1,38,39,2.56
August 31 2017,Whatcom,WA,Truck,2,0,2,41766,41768,0
April 30 2019,Kent,MI,Passenger,0,1,1,24,25,4
November 30 2023,Klickitat,WA,Passenger,177,70,247,15002,15249,1.62
December 31 2020,Calvert,MD,Passenger,0,2,2,85,87,2.3
January 31 2021,Denver,CO,Passenger,1,0,1,121,122,0.82
October 31 2023,Richland,SC,Passenger,0,1,1,95,96,1.04
June 30 2019,Clallam,WA,Truck,1,0,1,21736,21737,0
August 31 2022,Nueces,TX,Passenger,1,1,2,53,55,3.64
November 30 2020,Alexandria,VA,Passenger,3,0,3,130,133,2.26
November 30 2020,Broward,FL,Passenger,2,1,3,114,117,2.56
May 31 2020,Montgomery,AL,Passenger,0,1,1,38,39,2.56
April 30 2020,Rogers,OK,Passenger,1,0,1,6,7,14.29
January 31 2021,Benton,WA,Passenger,451,358,809,135105,135914,0.6
April 30 2021,Cowlitz,WA,Passenger,211,134,345,72504,72849,0.47
February 28 2021,Asotin,WA,Passenger,17,14,31,12479,12510,0.25
December 31 2023,Ventura,CA,Passenger,3,2,5,183,188,2.66
June 30 2022,Hennepin,MN,Passenger,1,0,1,52,53,1.89
January 31 2017,Pinal,AZ,Passenger,2,0,2,284,286,0.7
July 31 2019,Portsmouth,VA,Passenger,0,1,1,80,81,1.23
May 31 2018,Spokane,WA,Truck,1,0,1,92356,92357,0
May 31 2019,Columbia,WA,Truck,0,0,0,1532,1532,0
January 31 2019,Skamania,WA,Passenger,18,15,33,8737,8770,0.38
January 31 2017,Salt Lake,UT,Passenger,0,1,1,359,360,0.28
November 30 2023,Washoe,NV,Passenger,1,0,1,45,46,2.17
July 31 2022,DeKalb,GA,Passenger,1,0,1,53,54,1.85
September 30 2022,Charles,MD,Passenger,1,1,2,55,57,3.51
November 30 2023,Kootenai,ID,Truck,1,0,1,21,22,4.55
February 29 2024,Prince William,VA,Passenger,2,2,4,131,135,2.96
December 31 2022,El Paso,CO,Passenger,2,2,4,568,572,0.7
November 30 2021,Monterey,CA,Passenger,0,3,3,149,152,1.97
May 31 2021,Ferry,WA,Truck,0,0,0,3662,3662,0
May 31 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
January 31 2023,Goochland,VA,Passenger,1,2,3,72,75,4
August 31 2021,Saratoga,NY,Passenger,1,0,1,43,44,2.27
March 31 2020,Pierce,WA,Truck,0,0,0,141559,141559,0
March 31 2023,Chelan,WA,Truck,23,0,23,23152,23175,0.1
April 30 2022,Miami-Dade,FL,Passenger,1,0,1,83,84,1.19
September 30 2020,Houston,GA,Passenger,1,0,1,53,54,1.85
July 31 2019,Clay,FL,Passenger,0,1,1,87,88,1.14
January 31 2021,San Juan,WA,Truck,0,0,0,5863,5863,0
September 30 2017,St. Clair,IL,Passenger,0,1,1,168,169,0.59
July 31 2017,Moore,NC,Passenger,0,1,1,198,199,0.5
November 30 2022,Collin,TX,Passenger,3,0,3,71,74,4.05
September 30 2019,Chelan,WA,Truck,0,0,0,22418,22418,0
November 30 2017,Nueces,TX,Passenger,1,1,2,92,94,2.13
February 28 2021,Richland,SC,Passenger,0,1,1,144,145,0.69
December 31 2019,Rogers,OK,Passenger,1,0,1,7,8,12.5
June 30 2023,Chelan,WA,Passenger,639,163,802,54249,55051,1.46
June 30 2020,Pacific,WA,Truck,0,0,0,7698,7698,0
November 30 2019,Clark,WA,Passenger,1806,1026,2832,317463,320295,0.88
February 28 2022,Whitman,WA,Passenger,70,56,126,21991,22117,0.57
October 31 2018,Adams,WA,Passenger,5,5,10,12716,12726,0.08
April 30 2023,Lincoln,WA,Passenger,18,17,35,7667,7702,0.45
July 31 2017,Duval,FL,Passenger,1,1,2,376,378,0.53
December 31 2023,Bexar,TX,Passenger,1,3,4,326,330,1.21
September 30 2019,Denver,CO,Passenger,1,0,1,128,129,0.78
May 31 2022,Dorchester,SC,Passenger,1,0,1,68,69,1.45
June 30 2023,Asotin,WA,Passenger,36,22,58,12412,12470,0.47
February 28 2021,Montgomery,MD,Passenger,1,0,1,235,236,0.42
February 28 2019,Palm Beach,FL,Passenger,0,2,2,90,92,2.17
February 28 2022,Columbia,WA,Truck,0,0,0,1571,1571,0
December 31 2021,Spartanburg,SC,Passenger,0,1,1,49,50,2
November 30 2022,Mason,WA,Passenger,359,188,547,46894,47441,1.15
April 30 2021,Washtenaw,MI,Passenger,0,1,1,32,33,3.03
December 31 2020,Carroll,MD,Passenger,0,1,1,19,20,5
January 31 2023,Thurston,WA,Passenger,2696,1143,3839,191630,195469,1.96
November 30 2023,Spokane,WA,Truck,54,0,54,100848,100902,0.05
February 28 2017,Orange,CA,Passenger,2,1,3,688,691,0.43
February 28 2021,Salt Lake,UT,Passenger,0,1,1,183,184,0.54
October 31 2018,Skamania,WA,Passenger,18,12,30,8725,8755,0.34
September 30 2018,Clackamas,OR,Passenger,0,1,1,215,216,0.46
June 30 2021,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
June 30 2022,Kittitas,WA,Passenger,266,84,350,29748,30098,1.16
July 31 2022,Ventura,CA,Passenger,3,2,5,237,242,2.07
October 31 2020,Lincoln,WA,Truck,0,0,0,4659,4659,0
July 31 2020,Calvert,MD,Passenger,0,2,2,89,91,2.2
October 31 2021,San Luis Obispo,CA,Passenger,1,0,1,64,65,1.54
January 31 2024,Santa Clara,CA,Passenger,9,2,11,127,138,7.97
April 30 2023,New Haven,CT,Passenger,0,2,2,28,30,6.67
November 30 2021,Wilson,TX,Passenger,0,1,1,3,4,25
November 30 2019,Shelby,OH,Passenger,0,1,1,2,3,33.33
December 31 2018,Benton,WA,Truck,0,0,0,41560,41560,0
August 31 2022,Stevens,WA,Passenger,76,56,132,29999,30131,0.44
April 30 2020,Williamson,TX,Passenger,0,2,2,142,144,1.39
January 31 2022,Essex,NJ,Passenger,2,0,2,13,15,13.33
March 31 2018,San Juan,WA,Passenger,140,50,190,13932,14122,1.35
July 31 2020,Collier,FL,Passenger,1,0,1,20,21,4.76
October 31 2020,Pima,AZ,Passenger,3,1,4,346,350,1.14
January 31 2024,Hamilton,OH,Passenger,1,0,1,24,25,4
December 31 2022,Owyhee,ID,Passenger,1,0,1,3,4,25
May 31 2021,Albemarle,VA,Passenger,1,0,1,22,23,4.35
January 31 2022,Wood,OH,Passenger,0,1,1,6,7,14.29
November 30 2020,Columbia,WA,Passenger,4,3,7,2438,2445,0.29
February 28 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
May 31 2020,San Joaquin,CA,Passenger,1,0,1,130,131,0.76
July 31 2023,Portsmouth,VA,Passenger,0,1,1,69,70,1.43
November 30 2021,Moore,NC,Passenger,0,1,1,126,127,0.79
August 31 2021,Manassas,VA,Passenger,0,1,1,7,8,12.5
September 30 2020,Snohomish,WA,Truck,0,0,0,124924,124924,0
December 31 2023,Clark,WA,Truck,152,0,152,79790,79942,0.19
November 30 2019,Kitsap,WA,Truck,1,0,1,54392,54393,0
February 29 2020,Mason,WA,Passenger,150,133,283,47581,47864,0.59
June 30 2020,Broward,FL,Passenger,2,1,3,114,117,2.56
June 30 2020,Frederick,MD,Passenger,1,1,2,73,75,2.67
December 31 2022,Pacific,WA,Truck,2,0,2,7831,7833,0.03
September 30 2018,Prince William,VA,Passenger,0,5,5,258,263,1.9
September 30 2023,Travis,TX,Passenger,1,0,1,83,84,1.19
June 30 2017,Columbia,WA,Truck,0,0,0,1532,1532,0
January 31 2017,Union,OH,Passenger,1,0,1,4,5,20
July 31 2020,Kitsap,WA,Truck,0,0,0,54127,54127,0
October 31 2018,Walla Walla,WA,Truck,0,0,0,13508,13508,0
June 30 2017,Jackson,MO,Passenger,1,0,1,62,63,1.59
December 31 2020,Kittitas,WA,Passenger,127,51,178,29818,29996,0.59
July 31 2020,District of Columbia,DC,Passenger,1,1,2,203,205,0.98
February 29 2020,Boulder,CO,Passenger,1,1,2,49,51,3.92
July 31 2021,Lewis,WA,Truck,0,0,0,26761,26761,0
April 30 2023,Kitsap,WA,Passenger,3059,1229,4288,176037,180325,2.38
June 30 2018,Washoe,NV,Passenger,1,0,1,120,121,0.83
December 31 2019,Kern,CA,Passenger,0,1,1,225,226,0.44
August 31 2020,Clallam,WA,Truck,1,0,1,21698,21699,0
June 30 2023,Sacramento,CA,Passenger,4,1,5,166,171,2.92
January 31 2021,Kitsap,WA,Truck,0,0,0,54273,54273,0
May 31 2023,Broward,FL,Passenger,1,0,1,66,67,1.49
January 31 2023,Onslow,NC,Passenger,0,1,1,154,155,0.65
January 31 2017,King,WA,Passenger,8802,3620,12422,1387172,1399594,0.89
January 31 2021,Kern,CA,Passenger,0,1,1,218,219,0.46
April 30 2023,Maricopa,AZ,Passenger,8,5,13,745,758,1.72
August 31 2020,Maricopa,AZ,Passenger,5,10,15,1465,1480,1.01
March 31 2022,Clackamas,OR,Passenger,2,0,2,158,160,1.25
October 31 2020,Kauai,HI,Passenger,1,0,1,16,17,5.88
May 31 2023,Shasta,CA,Passenger,1,0,1,24,25,4
December 31 2019,Larimer,CO,Passenger,1,0,1,53,54,1.85
January 31 2023,Larimer,CO,Passenger,1,0,1,37,38,2.63
March 31 2023,Columbia,WA,Truck,0,0,0,1572,1572,0
February 29 2024,Collier,FL,Passenger,1,0,1,11,12,8.33
May 31 2019,Grays Harbor,WA,Passenger,73,84,157,47835,47992,0.33
February 28 2023,Multnomah,OR,Passenger,1,2,3,476,479,0.63
June 30 2023,Multnomah,OR,Passenger,1,2,3,443,446,0.67
December 31 2023,Chelan,WA,Truck,40,0,40,22793,22833,0.18
August 31 2019,Dallas,TX,Passenger,1,0,1,212,213,0.47
June 30 2019,Valencia,NM,Passenger,1,0,1,9,10,10
January 31 2024,Orange,NC,Passenger,0,1,1,4,5,20
July 31 2020,Ferry,WA,Passenger,7,3,10,4331,4341,0.23
August 31 2022,Harris,TX,Passenger,1,0,1,153,154,0.65
January 31 2018,Eagle,CO,Passenger,1,0,1,6,7,14.29
September 30 2020,Grays Harbor,WA,Passenger,115,116,231,48468,48699,0.47
July 31 2018,Norfolk,VA,Passenger,2,2,4,334,338,1.18
July 31 2021,Walla Walla,WA,Truck,0,0,0,14053,14053,0
October 31 2017,Collin,TX,Passenger,0,1,1,151,152,0.66
November 30 2023,Fairfax,VA,Passenger,6,4,10,531,541,1.85
May 31 2017,Travis,TX,Passenger,1,1,2,195,197,1.02
April 30 2019,Kitsap,WA,Truck,1,0,1,53864,53865,0
March 31 2023,Asotin,WA,Truck,0,0,0,6637,6637,0
November 30 2022,Lane,OR,Passenger,0,2,2,90,92,2.17
February 28 2017,Grant,WA,Passenger,16,21,37,60186,60223,0.06
March 31 2023,Bexar,TX,Passenger,3,3,6,400,406,1.48
June 30 2021,Los Angeles,CA,Passenger,9,11,20,925,945,2.12
March 31 2022,Allegheny,PA,Passenger,1,1,2,65,67,2.99
July 31 2021,Kings,NY,Passenger,1,0,1,68,69,1.45
October 31 2019,DuPage,IL,Passenger,3,0,3,63,66,4.55
June 30 2022,Providence,RI,Passenger,1,0,1,23,24,4.17
February 28 2019,Boulder,CO,Passenger,1,0,1,49,50,2
January 31 2024,Garfield,WA,Passenger,0,3,3,1287,1290,0.23
May 31 2022,Riverside,CA,Passenger,8,1,9,488,497,1.81
January 31 2022,Nassau,NY,Passenger,3,0,3,32,35,8.57
December 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25
August 31 2019,Spokane,WA,Truck,1,0,1,95509,95510,0
April 30 2022,Skagit,WA,Truck,1,0,1,32462,32463,0
December 31 2022,Walla Walla,WA,Truck,3,0,3,13870,13873,0.02
August 31 2023,Whitman,WA,Truck,5,0,5,8671,8676,0.06
November 30 2018,Harnett,NC,Passenger,1,0,1,240,241,0.41
July 31 2021,Leavenworth,KS,Passenger,0,1,1,114,115,0.87
December 31 2023,New Haven,CT,Passenger,0,2,2,21,23,8.7
June 30 2022,Pinellas,FL,Passenger,0,1,1,80,81,1.23
December 31 2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
May 31 2019,Whitman,WA,Passenger,31,45,76,22702,22778,0.33
February 28 2021,Lincoln,WA,Passenger,6,13,19,7646,7665,0.25
January 31 2019,Deschutes,OR,Passenger,3,0,3,172,175,1.71
October 31 2022,Lee,FL,Passenger,1,0,1,32,33,3.03
September 30 2023,Orange,CA,Truck,1,0,1,62,63,1.59
October 31 2018,Douglas,WA,Passenger,47,33,80,27892,27972,0.29
June 30 2017,Franklin,WA,Passenger,26,45,71,55608,55679,0.13
September 30 2018,Tarrant,TX,Passenger,1,0,1,210,211,0.47
March 31 2021,Yakima,WA,Truck,0,0,0,61378,61378,0
May 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20
